stable_id	display_label
ENSDART00000126976	NM_001040051.1
ENSDART00000114319	NM_001346280.1
ENSDART00000088800	NM_001045240.1
ENSDART00000110612	NM_001126410.2
ENSDART00000114023	NM_001114705.2
ENSDART00000005381	NM_001017611.2
ENSDART00000135443	NM_001128327.1
ENSDART00000162791	NM_152980.1
ENSDART00000144560	NM_001122749.1
ENSDART00000157619	NM_001002184.1
ENSDART00000128786	NM_001164371.1
ENSDART00000128786	NM_131016.2
ENSDART00000158291	NM_001256193.1
ENSDART00000055422	NM_001104649.2
ENSDART00000162039	NM_001256194.1
ENSDART00000101091	NM_200533.2
ENSDART00000126630	NM_207093.1
ENSDART00000113810	NM_001102388.1
ENSDART00000040456	NM_001045094.1
ENSDART00000056748	NM_131040.1
ENSDART00000149126	NM_153653.1
ENSDART00000077235	NM_199867.1
ENSDART00000146795	NM_001145606.1
ENSDART00000037601	NM_001013479.1
ENSDART00000174167	NM_001328009.1
ENSDART00000086166	NM_001114412.1
ENSDART00000158878	NM_001099420.1
ENSDART00000075598	NM_001328005.1
ENSDART00000105088	NM_194426.2
ENSDART00000082121	NM_001102638.2
ENSDART00000172142	NM_001077777.1
ENSDART00000167159	NM_001082830.1
ENSDART00000077373	NM_001083549.1
ENSDART00000146612	NM_199745.2
ENSDART00000113064	NM_001111230.1
ENSDART00000006840	NM_200922.1
ENSDART00000133650	NM_199891.1
ENSDART00000065397	NM_001004677.1
ENSDART00000114469	NM_001004677.1
ENSDART00000158027	NM_213100.1
ENSDART00000153442	NM_001328384.1
ENSDART00000111861	NM_001316669.1
ENSDART00000059262	NM_001109711.1
ENSDART00000121887	NM_001327790.1
ENSDART00000050018	NM_205659.1
ENSDART00000161430	NM_200443.1
ENSDART00000078672	NM_182887.2
ENSDART00000047515	NM_199763.1
ENSDART00000152464	NM_001114563.2
ENSDART00000065398	NM_001045853.1
ENSDART00000122449	NM_001076719.1
ENSDART00000122377	NM_194398.2
ENSDART00000073811	NM_001328157.1
ENSDART00000165067	NM_200367.1
ENSDART00000088488	NM_001080166.1
ENSDART00000021916	NM_205591.1
ENSDART00000161253	NM_001044943.1
ENSDART00000142507	NM_001159835.1
ENSDART00000165628	NM_001013282.2
ENSDART00000055855	NM_001004657.1
ENSDART00000017402	NM_001002389.1
ENSDART00000036331	NM_199934.1
ENSDART00000061981	NM_200364.1
ENSDART00000143265	NM_001114415.2
ENSDART00000148353	NM_001122785.1
ENSDART00000008711	NM_201180.1
ENSDART00000084186	NM_001103144.1
ENSDART00000084334	NM_001111160.1
ENSDART00000079173	NM_001309403.1
ENSDART00000080306	NM_001002552.2
ENSDART00000104616	NM_001113376.1
ENSDART00000110288	NM_212650.2
ENSDART00000173812	NM_001013503.3
ENSDART00000046716	NM_001006045.1
ENSDART00000127144	NM_001013503.3
ENSDART00000059028	NM_001002346.1
ENSDART00000161083	NM_001326458.1
ENSDART00000133927	NM_001020471.1
ENSDART00000029549	NM_001045552.1
ENSDART00000080777	NM_001024399.1
ENSDART00000076157	NM_001029970.2
ENSDART00000078625	NM_001030085.2
ENSDART00000151587	NM_001014320.2
ENSDART00000169081	NM_001030126.1
ENSDART00000055757	NM_001004003.2
ENSDART00000136657	NM_001013568.2
ENSDART00000168784	NM_001002551.1
ENSDART00000064853	NM_001199369.1
ENSDART00000086287	NM_001077733.1
ENSDART00000080810	NM_131384.1
ENSDART00000084284	NM_001076774.1
ENSDART00000066072	NM_205766.1
ENSDART00000151429	NM_205553.1
ENSDART00000167515	NM_203421.1
ENSDART00000157854	NM_001077786.1
ENSDART00000138878	NM_001082894.1
ENSDART00000111462	NM_199820.2
ENSDART00000141021	NM_001122714.1
ENSDART00000142963	NM_001126424.1
ENSDART00000124616	NM_201495.1
ENSDART00000013431	NM_201154.1
ENSDART00000146098	NM_001122713.1
ENSDART00000113316	NM_001114313.1
ENSDART00000144702	NM_001003412.1
ENSDART00000133559	NM_001126483.1
ENSDART00000144413	NM_001126479.1
ENSDART00000105711	NM_001316330.1
ENSDART00000105711	NM_205753.1
ENSDART00000133138	NM_001037105.1
ENSDART00000142876	NM_001126484.1
ENSDART00000166866	NM_001109869.2
ENSDART00000020792	NM_001039497.2
ENSDART00000079255	NM_001004595.1
ENSDART00000100780	NM_001030117.2
ENSDART00000150030	NM_001130595.2
ENSDART00000041960	NM_212757.2
ENSDART00000145107	NM_200588.2
ENSDART00000125536	NM_152886.1
ENSDART00000017268	NM_001030235.1
ENSDART00000057469	NM_001083819.1
ENSDART00000154076	NM_001039997.1
ENSDART00000075493	NM_001002753.3
ENSDART00000133661	NM_001100953.1
ENSDART00000052509	NM_001114688.1
ENSDART00000080313	NM_001017749.1
ENSDART00000110845	NM_200740.1
ENSDART00000142835	NM_001145764.1
ENSDART00000056801	NM_001163298.1
ENSDART00000108860	NM_001045304.1
ENSDART00000045135	NM_001128401.1
ENSDART00000138763	NM_001025184.1
ENSDART00000153098	NM_001128401.1
ENSDART00000153098	NM_001017680.1
ENSDART00000077479	NM_001328513.1
ENSDART00000102133	NM_001040300.1
ENSDART00000153137	NM_001013546.1
ENSDART00000090549	NM_001042761.2
ENSDART00000065231	NM_212800.1
ENSDART00000162324	NM_001327989.1
ENSDART00000110111	NM_001328059.1
ENSDART00000158742	NM_205747.1
ENSDART00000101718	NM_212706.1
ENSDART00000161036	NM_001327990.1
ENSDART00000006942	NM_001098775.1
ENSDART00000149646	NM_001320405.1
ENSDART00000022620	NM_001040393.1
ENSDART00000134543	NM_001002303.1
ENSDART00000029465	NM_194372.1
ENSDART00000149371	NM_001002157.1
ENSDART00000012586	NM_205717.3
ENSDART00000155927	NM_001135573.2
ENSDART00000170955	NM_001110108.1
ENSDART00000055237	NM_001114432.1
ENSDART00000058036	NM_131280.2
ENSDART00000099446	NM_001002224.2
ENSDART00000052503	NM_001020627.2
ENSDART00000006514	NM_001017832.1
ENSDART00000146914	NM_001256189.1
ENSDART00000075495	NM_200732.1
ENSDART00000075539	NM_152950.2
ENSDART00000161059	NM_001077299.1
ENSDART00000059252	NM_001001947.1
ENSDART00000020004	NM_131371.1
ENSDART00000147044	NM_001007427.1
ENSDART00000150178	NM_200913.1
ENSDART00000103455	NM_199997.1
ENSDART00000143912	NM_001045398.1
ENSDART00000044314	NM_001033721.1
ENSDART00000100351	NM_001045260.2
ENSDART00000024191	NM_001129893.1
ENSDART00000086296	NM_001080674.1
ENSDART00000154115	NM_001077276.1
ENSDART00000056878	NM_212817.1
ENSDART00000016983	NM_131515.1
ENSDART00000046498	NM_001014822.1
ENSDART00000046384	NM_199929.1
ENSDART00000011143	NM_212814.2
ENSDART00000039887	NM_213450.1
ENSDART00000160717	NM_001017786.1
ENSDART00000102788	NM_001044979.2
ENSDART00000077478	NM_001089419.1
ENSDART00000174298	NM_001128355.1
ENSDART00000010271	NM_200790.1
ENSDART00000065401	NM_001013485.2
ENSDART00000128321	NM_001163291.1
ENSDART00000067053	NM_213140.1
ENSDART00000134122	NM_001001840.3
ENSDART00000029763	NM_214703.1
ENSDART00000166525	NM_001045451.1
ENSDART00000142158	NM_001302262.1
ENSDART00000141471	NM_001302256.1
ENSDART00000058032	NM_001002536.1
ENSDART00000157940	NM_001123373.1
ENSDART00000061735	NM_001006034.2
ENSDART00000020749	NM_001004586.1
ENSDART00000055299	NM_181437.3
ENSDART00000142806	NM_001099981.2
ENSDART00000148877	NM_001002375.1
ENSDART00000151599	NM_001198890.1
ENSDART00000151599	NM_001198889.1
ENSDART00000078781	NM_205612.2
ENSDART00000078781	NM_001198891.1
ENSDART00000065402	NM_205654.2
ENSDART00000085971	NM_001040687.1
ENSDART00000114888	NM_001003741.1
ENSDART00000074330	NM_001045274.1
ENSDART00000168533	NM_001039983.2
ENSDART00000159442	NM_001127474.1
ENSDART00000089609	NM_001044901.1
ENSDART00000138821	NM_001004120.2
ENSDART00000045901	NM_201146.1
ENSDART00000139329	NM_205686.1
ENSDART00000025494	NM_001002056.1
ENSDART00000064896	NM_131868.2
ENSDART00000088023	NM_001201535.1
ENSDART00000146005	NM_213475.1
ENSDART00000024342	NM_200849.1
ENSDART00000011970	NM_198875.2
ENSDART00000034092	NM_001002403.1
ENSDART00000166294	NM_212985.1
ENSDART00000160370	NM_200702.1
ENSDART00000056830	NM_001033728.1
ENSDART00000022358	NM_199888.1
ENSDART00000012630	NM_200650.2
ENSDART00000173709	NM_001130793.1
ENSDART00000020342	NM_213330.1
ENSDART00000026903	NM_131888.1
ENSDART00000134124	NM_001123276.1
ENSDART00000063093	NM_001003576.2
ENSDART00000052029	NM_001327818.1
ENSDART00000141904	NM_001005958.2
ENSDART00000170043	NM_001003856.1
ENSDART00000008424	NM_152976.1
ENSDART00000114885	NM_001328218.1
ENSDART00000103602	NM_212894.2
ENSDART00000140827	NM_001100951.1
ENSDART00000131806	NM_212701.1
ENSDART00000002773	NM_200108.1
ENSDART00000137915	NM_001324493.1
ENSDART00000087652	NM_199699.2
ENSDART00000010169	NM_001089390.1
ENSDART00000103513	NM_001276281.1
ENSDART00000100751	NM_001083051.1
ENSDART00000103992	NM_001045305.1
ENSDART00000101423	NM_001020521.1
ENSDART00000137366	NM_001105691.1
ENSDART00000142401	NM_001328038.1
ENSDART00000169923	NM_201307.1
ENSDART00000133258	NM_001128297.1
ENSDART00000145888	NM_001045027.1
ENSDART00000172664	NM_001099344.1
ENSDART00000145033	NM_001161377.1
ENSDART00000159841	NM_001308558.1
ENSDART00000156501	NM_001013542.1
ENSDART00000104612	NM_131634.1
ENSDART00000127254	NM_001115098.1
ENSDART00000159420	NM_001080569.1
ENSDART00000158460	NM_001076646.1
ENSDART00000135330	NM_001100005.1
ENSDART00000108737	NM_001100020.1
ENSDART00000065568	NM_001014319.2
ENSDART00000110577	NM_001114680.1
ENSDART00000147264	NM_213313.1
ENSDART00000166106	NM_001311214.1
ENSDART00000149221	NM_001083072.1
ENSDART00000029599	NM_001014330.2
ENSDART00000167376	NM_001020555.1
ENSDART00000140330	NM_001328094.1
ENSDART00000038157	NM_200890.2
ENSDART00000121804	NM_001126485.1
ENSDART00000058502	NM_001030164.1
ENSDART00000138595	NM_001100013.1
ENSDART00000060018	NM_130979.3
ENSDART00000167169	NM_001123306.1
ENSDART00000065779	NM_181439.4
ENSDART00000132941	NM_001144787.1
ENSDART00000026701	NM_200908.1
ENSDART00000110716	NM_001320515.1
ENSDART00000027550	NM_213299.1
ENSDART00000030282	NM_001002560.1
ENSDART00000017230	NM_173251.2
ENSDART00000162012	NM_001083559.1
ENSDART00000075935	NM_001139461.1
ENSDART00000154121	NM_200010.2
ENSDART00000147208	NM_201189.1
ENSDART00000003298	NM_201189.1
ENSDART00000025719	NM_001012376.1
ENSDART00000007997	NM_001002207.1
ENSDART00000057980	NM_001008620.1
ENSDART00000158212	NM_001004556.1
ENSDART00000034248	NM_201332.1
ENSDART00000150995	NM_001326584.1
ENSDART00000150133	NM_200980.1
ENSDART00000168864	NM_001017731.1
ENSDART00000053926	NM_200980.1
ENSDART00000075958	NM_213452.2
ENSDART00000017805	NM_199895.1
ENSDART00000057986	NM_001003528.1
ENSDART00000164928	NM_152974.2
ENSDART00000169185	NM_001037411.1
ENSDART00000085505	NM_001089326.1
ENSDART00000125173	NM_001327769.1
ENSDART00000005682	NM_131522.2
ENSDART00000024750	NM_001017769.1
ENSDART00000145570	NM_131198.1
ENSDART00000152635	NM_001111192.1
ENSDART00000047552	NM_001003562.2
ENSDART00000012855	NM_001002673.1
ENSDART00000060982	NM_001030124.1
ENSDART00000109968	NM_001103122.1
ENSDART00000135284	NM_001007366.1
ENSDART00000031091	NM_001007366.1
ENSDART00000131646	NM_001012501.2
ENSDART00000166798	NM_001287203.1
ENSDART00000047916	NM_001105115.1
ENSDART00000130632	NM_001012371.1
ENSDART00000152593	NM_001105680.1
ENSDART00000047570	NM_200537.1
ENSDART00000009234	NM_001115144.1
ENSDART00000113862	NM_001327979.1
ENSDART00000115221	NM_001083097.1
ENSDART00000152154	NM_001103118.1
ENSDART00000011305	NM_001002683.1
ENSDART00000106072	NM_001103115.1
ENSDART00000065143	NM_001040394.2
ENSDART00000043016	NM_001080699.1
ENSDART00000002787	NM_001044938.1
ENSDART00000055228	NM_001002124.2
ENSDART00000017485	NM_001002067.1
ENSDART00000144126	NM_001328091.1
ENSDART00000055227	NM_001024223.1
ENSDART00000055227	NM_001309416.1
ENSDART00000037875	NM_001014317.2
ENSDART00000014552	NM_205566.1
ENSDART00000099856	NM_001077721.1
ENSDART00000083654	NM_001045014.1
ENSDART00000110777	NM_001030147.2
ENSDART00000042704	NM_001161414.1
ENSDART00000093199	NM_001109724.1
ENSDART00000167173	NM_001004018.1
ENSDART00000075992	NM_001002586.1
ENSDART00000020381	NM_001017756.2
ENSDART00000139014	NM_001128525.1
ENSDART00000166146	NM_001003571.1
ENSDART00000166858	NM_001100956.1
ENSDART00000064320	NM_001031838.1
ENSDART00000099943	NM_001002543.1
ENSDART00000026273	NM_001044791.2
ENSDART00000174325	NM_001328552.1
ENSDART00000004842	NM_001039620.1
ENSDART00000166275	NM_001316989.1
ENSDART00000169047	NM_001077292.1
ENSDART00000011865	NM_199777.1
ENSDART00000141126	NM_001004570.1
ENSDART00000168108	NM_001082840.1
ENSDART00000167179	NM_207063.1
ENSDART00000016090	NM_213189.1
ENSDART00000053804	NM_194362.2
ENSDART00000162799	NM_001045322.1
ENSDART00000169288	NM_001122627.1
ENSDART00000161507	NM_001076715.2
ENSDART00000142486	NM_001044916.1
ENSDART00000130666	NM_001113524.1
ENSDART00000164558	NM_212843.2
ENSDART00000171203	NM_001111254.2
ENSDART00000038651	NM_001122701.1
ENSDART00000048537	NM_001003769.2
ENSDART00000074543	NM_001080589.2
ENSDART00000083040	NM_001080608.1
ENSDART00000076000	NM_001328400.1
ENSDART00000174052	NM_001328591.1
ENSDART00000113607	NM_001077540.1
ENSDART00000020168	NM_207049.1
ENSDART00000109482	NM_001089384.2
ENSDART00000158991	NM_001013346.1
ENSDART00000023038	NM_152955.1
ENSDART00000111941	NM_001110527.1
ENSDART00000172179	NM_131820.1
ENSDART00000075770	NM_001082919.1
ENSDART00000174091	NM_001130630.1
ENSDART00000014703	NM_131844.2
ENSDART00000023745	NM_001007408.1
ENSDART00000102245	NM_001077344.1
ENSDART00000166115	NM_001110478.1
ENSDART00000055248	NM_001017609.1
ENSDART00000064076	NM_001002614.2
ENSDART00000064076	NM_001282139.1
ENSDART00000031153	NM_001013488.2
ENSDART00000086417	NM_001113509.1
ENSDART00000064888	NM_001002585.2
ENSDART00000036463	NM_212795.1
ENSDART00000166508	NM_001202525.1
ENSDART00000111878	NM_199729.1
ENSDART00000149982	NM_001008613.1
ENSDART00000005479	NM_203461.1
ENSDART00000102243	NM_001113510.1
ENSDART00000055407	NM_001002061.1
ENSDART00000012826	NM_200228.1
ENSDART00000164460	NM_131236.2
ENSDART00000173399	NM_001039628.1
ENSDART00000099456	NM_205576.1
ENSDART00000149092	NM_001077388.1
ENSDART00000149092	NM_001316959.1
ENSDART00000160023	NM_001083570.1
ENSDART00000048887	NM_001080614.1
ENSDART00000136487	NM_001083872.1
ENSDART00000052746	NM_131833.2
ENSDART00000029708	NM_200327.1
ENSDART00000003962	NM_001003871.2
ENSDART00000060432	NM_001009990.1
ENSDART00000144697	NM_001044920.1
ENSDART00000062993	NM_001002660.1
ENSDART00000025496	NM_001005931.2
ENSDART00000133887	NM_001083092.1
ENSDART00000076066	NM_001017888.1
ENSDART00000163609	NM_001006030.1
ENSDART00000085522	NM_001100958.1
ENSDART00000154641	NM_001305583.1
ENSDART00000172045	NM_199743.1
ENSDART00000168628	NM_001135684.2
ENSDART00000170644	NM_001128273.2
ENSDART00000047195	NM_001030281.2
ENSDART00000122794	NM_001100137.1
ENSDART00000084389	NM_001130694.1
ENSDART00000083024	NM_001080019.1
ENSDART00000083024	NM_001320482.1
ENSDART00000076007	NM_001128723.1
ENSDART00000022060	NM_200964.1
ENSDART00000103878	NM_001080684.1
ENSDART00000146211	NM_212996.1
ENSDART00000055225	NM_001137660.2
ENSDART00000103879	NM_001128693.1
ENSDART00000016407	NM_201504.1
ENSDART00000100697	NM_001326293.1
ENSDART00000100110	NM_001162487.1
ENSDART00000060177	NM_001114685.1
ENSDART00000169817	NM_131326.1
ENSDART00000162157	NM_131332.1
ENSDART00000172008	NM_131325.1
ENSDART00000170657	NM_131324.1
ENSDART00000126983	NM_198823.1
ENSDART00000147529	NM_001045392.1
ENSDART00000065325	NM_200933.1
ENSDART00000083427	NM_001030237.1
ENSDART00000065337	NM_001161470.1
ENSDART00000083876	NM_001045314.1
ENSDART00000011052	NM_200016.1
ENSDART00000113706	NM_001002159.1
ENSDART00000074537	NM_001135975.2
ENSDART00000112474	NM_001006096.1
ENSDART00000162598	NM_001089333.1
ENSDART00000016112	NM_001109706.1
ENSDART00000075039	NM_199688.1
ENSDART00000154267	NM_001202479.1
ENSDART00000154267	NM_001202480.1
ENSDART00000154267	NM_001202477.1
ENSDART00000154267	NM_001202478.1
ENSDART00000110252	NM_001044821.2
ENSDART00000062724	NM_001003996.1
ENSDART00000041531	NM_001005938.1
ENSDART00000169240	NM_001003519.1
ENSDART00000006783	NM_001017690.1
ENSDART00000026234	NM_001128727.1
ENSDART00000062982	NM_131085.1
ENSDART00000055129	NM_001002553.1
ENSDART00000062978	NM_001025482.2
ENSDART00000074422	NM_001099242.1
ENSDART00000099727	NM_001044890.1
ENSDART00000151193	NM_001328037.1
ENSDART00000077593	NM_131338.1
ENSDART00000170138	NM_131328.1
ENSDART00000108763	NM_131338.1
ENSDART00000103868	NM_001288657.1
ENSDART00000023550	NM_001045073.1
ENSDART00000153690	NM_001098252.1
ENSDART00000108686	NM_001115104.1
ENSDART00000099750	NM_001044881.2
ENSDART00000099750	NM_001044877.1
ENSDART00000152922	NM_001048065.1
ENSDART00000131964	NM_001044876.1
ENSDART00000131654	NM_001030146.1
ENSDART00000018270	NM_001004588.1
ENSDART00000064842	NM_200112.1
ENSDART00000023838	NM_001003499.1
ENSDART00000031470	NM_201346.1
ENSDART00000171425	NM_001114927.1
ENSDART00000127204	NM_001114927.1
ENSDART00000032978	NM_001025521.2
ENSDART00000003508	NM_131241.1
ENSDART00000017269	NM_001044942.1
ENSDART00000018640	NM_001037106.1
ENSDART00000173226	NM_001245035.1
ENSDART00000130767	NM_001102628.1
ENSDART00000100784	NM_001083858.1
ENSDART00000146189	NM_001020667.1
ENSDART00000127832	NM_001309640.1
ENSDART00000033819	NM_214708.1
ENSDART00000040083	NM_001020667.1
ENSDART00000026635	NM_001003608.1
ENSDART00000006971	NM_001037379.1
ENSDART00000114825	NM_001103111.1
ENSDART00000150171	NM_001320519.1
ENSDART00000064692	NM_001020569.1
ENSDART00000129523	NM_201019.1
ENSDART00000014871	NM_001002369.1
ENSDART00000002556	NM_001017657.1
ENSDART00000151341	NM_001328066.1
ENSDART00000020174	NM_001030000.2
ENSDART00000023814	NM_201053.1
ENSDART00000011691	NM_131562.2
ENSDART00000113061	NM_001098251.1
ENSDART00000041397	NM_001025522.1
ENSDART00000011652	NM_001004558.1
ENSDART00000060030	NM_001025558.2
ENSDART00000013717	NM_131449.1
ENSDART00000074255	NM_001083875.1
ENSDART00000041388	NM_200641.1
ENSDART00000060444	NM_212953.1
ENSDART00000152976	NM_001044946.1
ENSDART00000099338	NM_200170.1
ENSDART00000100637	NM_130940.2
ENSDART00000076031	NM_001076614.1
ENSDART00000075028	NM_213377.1
ENSDART00000173347	NM_131827.1
ENSDART00000163800	NM_200593.2
ENSDART00000011251	NM_001001590.1
ENSDART00000060034	NM_001013490.2
ENSDART00000074085	NM_131828.1
ENSDART00000059438	NM_199742.1
ENSDART00000159091	NM_001204396.1
ENSDART00000056618	NM_001017696.1
ENSDART00000121661	NM_131829.1
ENSDART00000036546	NM_001025523.1
ENSDART00000137038	NM_214788.1
ENSDART00000056619	NM_001004669.1
ENSDART00000152944	NM_001002588.1
ENSDART00000099360	NM_001039883.2
ENSDART00000017859	NM_198375.2
ENSDART00000024598	NM_131330.2
ENSDART00000099425	NM_001004582.1
ENSDART00000026766	NM_194384.1
ENSDART00000056457	NM_130923.1
ENSDART00000055710	NM_201158.1
ENSDART00000019706	NM_201202.3
ENSDART00000021645	NM_001098745.1
ENSDART00000049170	NM_213265.1
ENSDART00000148728	NM_207069.2
ENSDART00000036371	NM_001029960.1
ENSDART00000131913	NM_199868.2
ENSDART00000092415	NM_207069.2
ENSDART00000019661	NM_199868.2
ENSDART00000137817	NM_001326442.1
ENSDART00000170537	NM_001326443.1
ENSDART00000170537	NM_001077555.1
ENSDART00000174237	NM_201455.1
ENSDART00000099885	NM_001076647.2
ENSDART00000169037	NM_001089493.1
ENSDART00000156692	NM_205597.1
ENSDART00000146454	NM_001089471.1
ENSDART00000135256	NM_001002718.1
ENSDART00000170482	NM_001004520.1
ENSDART00000103433	NM_182876.2
ENSDART00000057423	NM_173243.1
ENSDART00000062116	NM_001003464.1
ENSDART00000100240	NM_001163932.1
ENSDART00000174203	NM_001245036.1
ENSDART00000101563	NM_001077158.2
ENSDART00000168400	NM_001327996.1
ENSDART00000142415	NM_001083048.1
ENSDART00000014021	NM_200486.1
ENSDART00000169386	NM_200737.1
ENSDART00000031418	NM_200614.1
ENSDART00000151329	NM_001288815.1
ENSDART00000160409	NM_199993.1
ENSDART00000154951	NM_001303056.1
ENSDART00000161759	NM_001040389.1
ENSDART00000168996	NM_131575.1
ENSDART00000110809	NM_001083557.1
ENSDART00000004075	NM_200758.2
ENSDART00000150219	NM_001008576.2
ENSDART00000135309	NM_001030202.1
ENSDART00000100605	NM_001025520.1
ENSDART00000103425	NM_001111156.1
ENSDART00000139524	NM_001089500.1
ENSDART00000065341	NM_001002319.2
ENSDART00000082773	NM_001089500.1
ENSDART00000162189	NM_001199375.1
ENSDART00000065420	NM_001098748.1
ENSDART00000128065	NM_001002869.1
ENSDART00000160875	NM_001014310.2
ENSDART00000166141	NM_001007397.1
ENSDART00000170067	NM_001114486.1
ENSDART00000147542	NM_205653.1
ENSDART00000149001	NM_001328273.1
ENSDART00000055706	NM_001105592.1
ENSDART00000055706	NM_182875.2
ENSDART00000075521	NM_001013450.1
ENSDART00000148809	NM_001004007.1
ENSDART00000024287	NM_001098255.1
ENSDART00000157689	NM_001278819.1
ENSDART00000023006	NM_200618.1
ENSDART00000074036	NM_001030248.1
ENSDART00000004601	NM_214685.2
ENSDART00000141886	NM_001045132.1
ENSDART00000032603	NM_001006032.2
ENSDART00000083388	NM_001080195.1
ENSDART00000055312	NM_001007434.1
ENSDART00000020311	NM_199724.1
ENSDART00000026213	NM_001076575.2
ENSDART00000055324	NM_001002158.1
ENSDART00000154742	NM_001328152.1
ENSDART00000165083	NM_201311.1
ENSDART00000011663	NM_205667.1
ENSDART00000038745	NM_213120.1
ENSDART00000047834	NM_001044807.1
ENSDART00000169692	NM_205633.1
ENSDART00000133117	NM_001319185.1
ENSDART00000127795	NM_199733.1
ENSDART00000037379	NM_212897.1
ENSDART00000100571	NM_001098198.1
ENSDART00000163810	NM_001002183.1
ENSDART00000151399	NM_212962.1
ENSDART00000161097	NM_001327886.1
ENSDART00000156967	NM_001287095.1
ENSDART00000165404	NM_001313857.1
ENSDART00000164333	NM_001007062.2
ENSDART00000063287	NM_201010.1
ENSDART00000048978	NM_212862.2
ENSDART00000082265	NM_212862.2
ENSDART00000114660	NM_001316945.1
ENSDART00000130626	NM_200048.1
ENSDART00000006091	NM_001003645.2
ENSDART00000013167	NM_001015061.2
ENSDART00000044859	NM_213197.1
ENSDART00000126196	NM_131864.2
ENSDART00000145859	NM_001044952.1
ENSDART00000102690	NM_001077793.1
ENSDART00000003133	NM_001003500.1
ENSDART00000131802	NM_001288641.1
ENSDART00000023039	NM_198911.1
ENSDART00000103757	NM_001098387.1
ENSDART00000085442	NM_001099226.1
ENSDART00000064938	NM_001039637.1
ENSDART00000055252	NM_001020561.1
ENSDART00000024031	NM_001030128.1
ENSDART00000020017	NM_173221.2
ENSDART00000171188	NM_001122613.1
ENSDART00000158126	NM_001025472.1
ENSDART00000124845	NM_001020480.1
ENSDART00000006604	NM_001020684.1
ENSDART00000047071	NM_001003487.1
ENSDART00000023963	NM_001197324.1
ENSDART00000112615	NM_001128818.1
ENSDART00000102674	NM_001099423.1
ENSDART00000032161	NM_001044995.2
ENSDART00000102202	NM_001079978.1
ENSDART00000046973	NM_212697.1
ENSDART00000012229	NM_200812.1
ENSDART00000160614	NM_200362.2
ENSDART00000023763	NM_001013534.1
ENSDART00000169487	NM_001076771.3
ENSDART00000008607	NM_213256.1
ENSDART00000155438	NM_001076592.1
ENSDART00000172245	NM_001001816.2
ENSDART00000006435	NM_001114434.1
ENSDART00000084237	NM_001080179.1
ENSDART00000091180	NM_001040245.1
ENSDART00000171073	NM_212908.1
ENSDART00000022694	NM_001045004.1
ENSDART00000170752	NM_212908.1
ENSDART00000124416	NM_001002417.2
ENSDART00000123341	NM_001172399.1
ENSDART00000013553	NM_001003526.1
ENSDART00000154915	NM_001102636.1
ENSDART00000061432	NM_001102625.2
ENSDART00000061311	NM_001030173.1
ENSDART00000103239	NM_001082807.1
ENSDART00000111177	NM_001142566.1
ENSDART00000074848	NM_001100150.1
ENSDART00000090528	NM_201150.1
ENSDART00000139310	NM_001309527.1
ENSDART00000136819	NM_001002676.1
ENSDART00000077119	NM_001002676.1
ENSDART00000077111	NM_001003521.2
ENSDART00000111510	NM_001166291.1
ENSDART00000075497	NM_001012373.2
ENSDART00000018908	NM_001013537.1
ENSDART00000163513	NM_200860.1
ENSDART00000132241	NM_001030171.1
ENSDART00000165258	NM_001001949.2
ENSDART00000077089	NM_001045463.1
ENSDART00000131251	NM_001045156.1
ENSDART00000100290	NM_001080702.1
ENSDART00000124582	NM_001080702.1
ENSDART00000138018	NM_001013514.2
ENSDART00000035513	NM_001080600.1
ENSDART00000100166	NM_001004539.1
ENSDART00000035096	NM_131204.2
ENSDART00000035096	NM_001309823.1
ENSDART00000020741	NM_194377.2
ENSDART00000164406	NM_001114884.2
ENSDART00000139037	NM_001004117.2
ENSDART00000166750	NM_001002503.2
ENSDART00000057095	NM_001098245.1
ENSDART00000154359	NM_001034178.1
ENSDART00000027482	NM_001110523.1
ENSDART00000099392	NM_001044810.2
ENSDART00000145109	NM_001037678.2
ENSDART00000055170	NM_001007306.1
ENSDART00000113454	NM_001128354.1
ENSDART00000058958	NM_001001403.2
ENSDART00000141629	NM_001079970.1
ENSDART00000104683	NM_131447.1
ENSDART00000012872	NM_001044804.1
ENSDART00000062092	NM_001037392.1
ENSDART00000062081	NM_001003578.2
ENSDART00000024104	NM_212614.2
ENSDART00000152363	NM_001082804.1
ENSDART00000115117	NM_001111281.1
ENSDART00000149394	NM_001256640.1
ENSDART00000142492	NM_200695.1
ENSDART00000007170	NM_213496.1
ENSDART00000064878	NM_001110200.1
ENSDART00000156490	NM_001303057.1
ENSDART00000157327	NM_001013289.2
ENSDART00000129339	NM_001030075.2
ENSDART00000031234	NM_213289.1
ENSDART00000147582	NM_212883.2
ENSDART00000055171	NM_001020573.1
ENSDART00000061843	NM_001044809.1
ENSDART00000020153	NM_001002728.2
ENSDART00000061417	NM_001326469.1
ENSDART00000011780	NM_001044783.1
ENSDART00000108650	NM_131083.1
ENSDART00000131169	NM_131360.1
ENSDART00000075486	NM_001110371.1
ENSDART00000122134	NM_001044799.1
ENSDART00000057123	NM_001077272.2
ENSDART00000125515	NM_214779.2
ENSDART00000137286	NM_131742.1
ENSDART00000013437	NM_001099262.2
ENSDART00000048475	NM_001037405.1
ENSDART00000122808	NM_131741.1
ENSDART00000166999	NM_001113798.1
ENSDART00000157826	NM_214692.1
ENSDART00000073930	NM_131549.2
ENSDART00000060744	NM_001082832.1
