tracking ID,0h,2h,4h,6h,8h,gene length,gene group
tnw,1.25085,1.50692,1.13614,1.71838,1.16024,3595,1
tob1a,98.7614,102.568,142.938,63.7657,58.3445,2192,5
tob1b,51.893,44.6529,52.3866,20.563,17.261,2185,5
toe1,23.879,19.9017,24.4459,27.8174,31.6701,1833,0
tollip,53.8296,57.1234,45.7906,36.8573,26.8078,1277,1
tomm20,62.5128,74.993,64.9046,52.5517,83.1377,998,1
tomm22,119.91,124.296,133.879,151.807,143.251,1252,1
tomm34,41.9109,57.8254,62.0398,26.2827,31.6009,2032,5
tomm40,70.8501,66.3864,78.0296,89.8054,82.5625,2061,1
tomm40l,19.7259,12.6334,5.76659,9.89156,21.6655,1603,0
tomm5,81.5559,82.0361,63.7051,71.3755,78.9319,649,1
tomm6,59.7191,50.9475,49.7087,49.1854,76.6347,712,0
tomm7,111.22,78.6883,78.9955,45.2445,43.4664,585,2
tomm70a,195.227,221.629,211.502,142.677,103.789,1938,1
tonsl,29.3755,27.6401,21.6989,5.81949,9.62275,4822,2
top1l,319.267,322.891,383.873,655.31,717.703,3798,0
top1mt,22.2091,18.5984,14.3925,11.9454,21.3802,906,1
top2a,273.047,228.793,110.202,108.777,136.813,5539,2
top2b,1.33718,0.993028,1.47282,23.2448,50.2496,4857,3
topbp1,23.6893,17.6425,17.0936,7.8839,10.1834,4691,2
toporsa,31.3826,32.0122,32.714,23.5171,17.3527,3578,1
tor1,142.25,152.896,149.036,119.32,57.5762,1903,1
tor2a,63.6698,74.1966,66.911,23.5728,8.90571,1807,5
tor3a,5.15669,4.62512,5.81669,5.38014,5.75118,2026,1
tor4aa,2.37131,1.95662,14.6941,78.3903,59.3345,1766,4
tox,0.254544,0.219653,0.132871,0.0722815,1.04332,3480,3
tox4b,1.2605,1.18765,1.61088,1.04329,1.75951,2642,0
tp53,145.747,113.573,149.269,215.625,161.175,2213,0
tp53bp1,5.48636,6.13708,6.56028,6.32769,3.94719,5312,1
tp53bp2a,11.2476,7.7855,8.31898,11.1582,9.58307,4824,1
tp53i11a,37.773,39.9995,36.1501,19.4082,6.38876,1991,5
tp53i11b,52.9832,54.1966,35.7315,7.72119,1.27603,1275,2
tp53inp1,3.03074,3.98184,5.5084,3.63258,1.89123,1537,5
tp53rk,74.947,74.5256,78.9527,79.5744,55.6299,1242,1
tp63,0.276077,0.373928,0.475369,0.65842,2.26241,2971,3
tpbgb,2.94748,3.45509,2.95804,4.52418,6.20404,1692,0
tpbgl,0.421082,0.27393,5.60176,36.4544,42.0432,1740,4
tpcn2,48.8015,51.045,49.7694,17.3011,8.20011,3268,5
tpd52,83.1671,78.1121,54.888,25.1489,9.0121,924,2
tpd52l1,4.2469,3.11393,3.08711,2.64386,4.16629,2001,1
tpd52l2a,35.9037,42.2355,35.9924,16.0705,20.8014,1847,5
tpd52l2b,68.4998,79.3678,94.2622,116.548,88.7329,2262,0
tpgs2,2.82171,3.32391,1.6933,0.558953,0.696888,1088,2
tph1a,21.5196,24.7108,21.1676,7.00647,1.46742,1687,5
tph1b,0.664333,1.05046,1.72131,7.18338,6.31296,2137,4
tph2,0.336951,0.385211,0.512583,0.802557,1.24626,2224,3
tpi1a,152.615,140.025,104.907,21.8092,5.17214,1199,2
tpi1b,70.6981,90.8979,84.7162,78.3111,36.8464,1528,1
tpk1,213.07,234.707,124.902,191.232,237.71,1433,1
tpm1,244.327,230.612,146.608,22.2205,16.1516,2522,2
tpm2,27.8596,28.8947,31.0747,25.1517,11.458,1305,1
tpm3,374.198,363.677,453.69,621.255,579.732,3062,0
tpm4a,0.997551,1.09962,1.11906,5.41928,27.0586,2349,3
tpm4b,6.82504,5.23542,5.95835,2.6825,2.45678,1699,5
tpmt.1,44.7764,51.1379,35.7162,17.9524,3.6636,952,2
tpmt.2,14.4768,17.2844,11.4776,6.82769,2.02917,993,5
tpp1,93.7111,107.243,93.7143,78.6408,53.3974,1758,1
tpra1,14.3686,13.4229,14.1343,8.62163,7.74959,1688,1
tprb,18.5837,19.1535,22.4604,29.9607,32.9992,7267,0
tprg1,26.2521,36.1059,30.1043,11.8216,1.54999,1556,5
tprkb,4.36756,3.01852,2.22226,23.3613,27.312,1048,4
tpst1,3.03378,2.39955,3.87319,2.53971,3.41563,2063,1
tpst1l,17.046,19.3519,15.611,4.22037,2.13995,2219,5
tpst2,17.7772,13.3826,32.7271,26.7115,23.6968,2891,0
tpt1,1378.37,1625.13,1468.41,2491.95,3667.05,1041,0
tpte,65.4364,83.3258,67.8433,28.156,10.4316,2106,5
tra2a,115.003,112.666,135.35,265.182,310.683,1414,0
tra2b,65.0434,58.2043,87.7406,108.014,75.9301,1295,0
trabd,32.9444,19.6657,21.2655,27.3971,33.0271,1877,0
tradd,115.756,126.911,67.2766,18.3077,19.574,1262,2
traf1,8.74577,3.90698,3.04001,0.835904,0.237961,2220,2
traf3,22.8732,18.9714,14.8704,2.30302,1.1622,2370,2
traf3ip1,7.63863,9.42766,11.0106,3.15213,3.53982,2241,5
traf4a,2.6909,2.67599,2.60702,0.797348,3.74841,3072,0
traf4b,25.195,25.6349,18.3741,3.67881,2.30153,1762,2
traf6,29.703,24.7243,24.5915,5.41795,4.44771,1733,2
traf7,53.5957,65.5318,68.0289,32.0197,28.2036,3310,5
trafd1,6.7473,6.96873,5.86605,1.72899,2.01008,2775,5
traip,119.783,118.36,43.5528,50.6776,45.4136,2074,2
tram1,248.946,252.225,262.589,178.494,112.254,2212,1
tram2,116.445,114.668,97.9388,34.1609,24.2705,1723,5
trap1,37.4722,42.4592,47.1397,53.2196,31.163,3051,1
trappc1,25.9529,27.7528,9.311,6.94501,13.9817,633,2
trappc11,35.0652,39.7969,45.8587,40.9409,13.0807,3802,1
trappc12,9.86695,9.02918,8.2009,6.42027,4.19592,3195,1
trappc13,74.5666,80.7151,68.3865,18.0771,5.4106,1955,5
trappc2,4.28638,4.01804,3.72278,2.45795,2.73595,2308,1
trappc2l,42.9019,41.5761,12.1093,5.43079,19.1402,529,2
trappc3,30.6615,29.325,12.9287,9.47162,19.8894,1192,2
trappc4,83.5353,85.0824,49.8596,23.5774,22.9835,1220,2
trappc5,72.604,64.9574,30.0866,22.2432,33.5313,1183,2
trappc6b,87.3095,87.7006,98.7282,33.2287,7.15056,937,5
trappc6bl,93.4486,101.02,113.45,34.174,9.67657,1285,5
trdmt1,88.9497,114.061,47.9848,4.79662,4.07479,1309,2
triap1,53.5016,48.1113,31.6919,23.6071,27.5829,1078,2
trib3,29.0435,27.1764,43.312,52.9927,28.1776,2180,0
trim105,45.0437,58.0413,57.0313,24.076,12.4045,1467,5
trim108,0.194892,0.553716,0.478611,0.239252,1.84136,2128,3
trim13,26.8875,22.8206,24.388,8.2047,7.07752,1579,5
trim23,74.8311,70.8291,75.5632,35.1066,9.93121,2262,5
trim24,4.80585,3.8511,3.80578,3.13565,1.82382,4009,1
trim25,2.57532,2.73448,2.2533,0.977732,1.93677,3070,1
trim2a,11.7875,14.4375,11.6336,2.52169,1.87205,3089,5
trim33,3.59496,3.62906,2.87348,3.15552,4.96043,4049,0
trim35-1,2.33729,3.11388,3.60307,2.99109,3.87855,3397,1
trim35-19,2.17449,2.3712,1.03064,0.992946,1.55976,1457,2
trim35-20,0.711058,1.1852,0.000187565,3.74654,3.47111,1735,4
trim35-21,0.822163,1.17233,0.383138,1.63712,1.23029,1619,0
trim35-22,1.58355,1.09558,0.50975,0.499148,0.528904,1516,2
trim35-23,2.24894,2.01432,1.11559,0.875386,1.00448,1589,2
trim35-24,8.68151,5.45528,2.54941,1.25802,1.27974,1828,2
trim35-27,26.6192,27.7282,29.1414,8.1251,3.69218,2120,5
trim35-28,81.8948,89.4913,88.6722,64.5736,51.126,1646,1
trim35-29,168.082,164.19,105.165,7.57203,1.99308,1727,2
trim35-30,2.31453,1.16857,1.72024,0.707865,0.402252,1413,2
trim35-31,1.70462,1.17448,0.66539,0.94668,3.66638,1987,3
trim35-35,2.2635,2.28311,0.801676,3.36867,0.88269,1609,0
trim35-36,1.84121,2.42291,1.80514,2.03118,1.02693,1641,1
trim35-39,7.50553,10.2487,23.9023,31.028,29.0795,2128,0
trim35-7,81.174,66.9634,67.7164,218.223,103.047,1584,4
trim36,42.0802,60.7819,49.6649,19.2709,3.62976,3446,5
trim3b,9.7208,12.1073,12.1249,4.9057,5.16775,4088,5
trim44,16.8255,19.4647,21.5312,49.4513,38.4782,2864,4
trim47,7.19205,7.07722,11.1987,53.8995,61.0643,2094,4
trim54,1.48007,1.65613,1.23933,0.549482,0.343595,1522,5
trim55a,0.645052,0.235769,0.471103,1.29975,6.4891,1650,3
trim55b,2.40517,2.22536,2.36326,1.37311,0.510741,1674,5
trim62,33.8011,28.8297,31.3672,5.89369,4.63837,1746,5
trim63b,0.878041,0.496991,0.82267,1.15975,1.18189,1513,0
trim71,28.3882,20.0379,24.5626,25.6958,27.5678,7686,1
trim8,2.62267,3.21793,3.10334,1.13508,1.5344,4039,5
trim8a,6.55504,3.74752,4.40768,1.63146,3.62966,1683,2
trim8b,1.96936,1.1376,1.26225,0.477501,0.840415,3589,2
trioa,11.3518,9.40462,12.1989,4.16149,6.4581,9755,5
triobpb,56.1325,55.2958,61.0144,27.9406,12.509,1810,5
trip10a,41.5565,41.2097,43.4193,7.19142,13.869,2986,5
trip10b,24.3369,15.7037,14.612,7.5161,21.6711,1321,1
trip11,45.8234,37.591,44.7875,13.8476,14.9841,7382,5
trip13,130.801,139.504,61.8357,16.5305,24.812,1662,2
trip4,69.7036,70.3516,77.4937,39.2708,6.78637,1946,5
triqk,16.907,32.707,31.4486,34.7878,16.2118,897,1
trit1,73.2002,69.1521,83.6157,16.409,10.5025,2232,5
trmt10b,18.9643,27.2417,19.1531,12.5753,7.26928,1971,5
trmt10c,10.8741,11.5257,10.8383,5.45945,10.2386,1547,1
trmt11,89.9311,106.335,99.0035,35.9946,27.0968,1783,5
trmt112,33.9829,33.9996,15.7944,32.3918,44.3658,741,0
trmt12,107.26,154.359,85.5286,9.0029,10.157,1425,2
trmt13,87.4468,92.4311,91.663,56.7641,35.2515,1903,5
trmt2a,71.7987,72.5469,80.1815,31.6479,4.15808,2095,5
trmt2b,8.76997,11.6575,7.15875,10.6623,12.8981,1719,0
trmt44,51.8856,86.8226,81.0036,21.1769,16.3893,2229,5
trmt5,80.8046,63.5376,63.6589,26.6824,26.4534,1586,5
trmt6,138.14,112.901,108.207,68.0945,65.6179,1589,5
trmt61a,105.812,108.334,109.708,46.1035,22.9701,1872,5
trmu,29.912,32.3501,28.8616,9.37164,7.34024,1824,5
trnau1apa,30.3594,27.7257,19.5155,33.6918,70.9821,1111,3
trnau1apb,49.753,53.6425,56.243,97.2899,106.67,1711,0
trnt1,16.2644,12.1018,12.4918,15.7468,24.5847,1898,0
trove2,17.6012,11.0693,8.56519,3.92625,5.77151,2019,2
trpa1a,1.16981,1.92557,2.0863,4.34678,3.76444,4231,0
trpc4apa,127.651,137.261,163.785,141.43,70.2911,3917,1
trpc4apb,70.933,64.1884,47.4719,32.2007,39.0739,3031,1
trpc7b,6.41994,4.28147,4.26536,1.67964,0.74798,2066,2
trpm2,0.922384,1.08133,1.00566,1.06135,0.39237,4441,1
trpm4a,0.246477,0.135013,0.38804,1.06511,3.17208,3983,3
trpm4b.2,9.30703,7.95839,9.41197,9.91195,11.3559,3990,1
trpm5,1.69843,1.16846,1.40331,10.6073,7.93632,3860,4
trpm7,12.1988,9.48083,11.399,8.05718,2.433,5531,5
trps1,5.95453,3.72991,4.26749,1.81672,3.37461,4616,2
trpt1,19.8583,31.1788,30.2105,21.3012,21.1,1123,1
trpv4,25.5748,24.4593,23.3594,6.751,3.25935,2628,5
trub1,48.6366,68.2668,73.8244,74.0204,43.8349,916,1
trub2,109.392,112.922,31.796,25.2236,26.1566,1295,2
try,8.47824,9.52977,5.16767,1.68115,1.6491,855,2
tsc1a,46.6738,43.4313,47.46,16.8002,1.52018,3676,5
tsc1b,6.73587,6.80174,6.8895,3.89585,1.80435,5515,5
tsc22d1,17.1622,17.7133,21.4358,7.47303,5.0273,1727,5
tsc22d2,33.9207,27.3672,29.3327,7.1314,5.76008,3693,5
tsc22d3,1.16172,1.62294,29.0864,12.7442,18.1331,1667,4
tsen15,19.8053,18.3224,10.8503,5.04387,5.39644,904,2
tsen2,190.938,138.451,119.39,24.4028,14.9486,677,2
tsen54,37.4421,30.0307,34.5976,38.1155,31.4594,1489,1
tsfm,74.4422,72.1106,52.4402,23.6296,17.7604,1616,2
tsg101a,29.4825,42.5272,42.8344,28.0943,11.8258,1876,5
tsga10,3.30794,3.43327,2.4395,1.19731,1.03701,2133,5
tshz1,22.9968,25.498,15.7971,3.15889,5.53635,4852,2
tshz3b,1.4896,1.5045,0.886364,1.22096,0.858369,3444,1
tsku,4.44132,12.9761,10.3463,22.1338,18.0409,2403,0
tsn,84.3085,98.2339,118.217,142.807,95.9779,2323,1
tsnax,40.7782,38.3655,35.7253,50.6102,44.19,1614,1
tsnaxip1,3.87388,6.87577,6.07037,2.92251,2.90621,2605,5
tspan11,9.90204,3.75512,3.77799,4.18084,2.32827,855,2
tspan13a,8.25585,7.11993,6.66948,2.30916,1.34543,3956,5
tspan14,84.6454,92.8473,74.2538,69.3856,70.5255,1411,1
tspan15,30.3757,22.4674,20.415,39.3868,45.1905,1020,0
tspan18a,12.4703,6.6876,1.80908,1.67839,11.4907,1579,0
tspan18b,5.57726,2.64922,2.69875,6.04758,13.367,1765,3
tspan2a,8.63329,6.80593,8.78844,6.95917,3.40903,3331,1
tspan31,63.9227,60.9908,63.2442,33.3042,38.2181,1784,1
tspan33a,1.07421,0.767681,0.855278,0.687053,0.486669,1599,1
tspan35,3.9447,4.51681,3.97776,2.22934,0.939535,1695,5
tspan36,275.486,262.787,135.562,38.4861,16.1504,1493,2
tspan37,3.89388,3.4156,2.72552,0.783207,2.37679,1890,2
tspan3a,10.343,8.90231,11.7071,8.7962,4.76329,1804,1
tspan3b,5.52777,4.36346,2.26502,2.42409,2.27319,1009,2
tspan4a,1.36218,1.57331,1.48864,1.54034,4.4832,1232,3
tspan4b,15.3865,13.1794,11.5452,5.64011,8.25699,1556,5
tspan5a,1.99605,1.22439,1.27853,1.14714,1.50936,1391,1
tspan5b,13.3696,8.65317,9.76928,3.98395,4.41076,2067,2
tspan7,99.2663,114.191,108.353,197.689,260.454,1930,0
tspan7b,29.0772,32.3762,28.1261,15.9282,6.32014,2891,5
tspan9b,0.484893,0.514844,0.651136,17.336,39.7421,1855,3
tspo,33.2834,35.3068,34.5423,19.5789,16.5386,928,5
tsr1,18.0958,20.2005,19.1958,40.1023,74.8326,2616,3
tsr2,191.82,211.064,188.698,189.628,156.385,1132,1
tsr3,31.4651,32.8879,33.5263,18.3751,14.536,1492,5
tssc1,14.4765,16.5745,10.6998,2.42957,2.74195,1404,2
tssc4,217.753,218.783,121.006,35.4979,31.4812,1378,2
tsta3,2.78079,3.79322,3.7636,13.1552,25.4659,1622,3
ttc1,85.7397,90.8004,73.5911,49.5663,29.9929,1684,5
ttc13,72.8052,74.3003,76.8852,33.9995,7.66071,2926,5
ttc14,20.2198,21.8471,24.9316,29.7847,37.8387,2570,0
ttc21b,12.2738,14.317,12.6106,17.1193,25.9337,4300,0
ttc25,0.859271,0.37713,0.512987,0.692087,1.16964,1814,0
ttc26,25.7822,24.4397,30.3826,12.4637,13.6194,2384,5
ttc27,106.199,97.2083,113.037,59.1913,6.69958,3039,5
ttc32,167.867,197.972,112.955,25.0035,7.59858,518,2
ttc33,64.6962,69.4518,66.3523,27.5588,13.3643,1715,5
ttc38,2.84866,2.20234,1.86195,1.11809,0.70817,1552,2
ttc39c,28.1999,22.5541,26.7204,7.75357,1.29083,2998,5
ttc4,12.1076,11.6686,12.0337,38.8437,66.2235,2024,3
ttc5,39.8033,40.3138,37.2088,9.19261,10.37,1599,5
ttc7b,2.80931,4.32535,3.95678,2.29742,1.67266,3681,5
ttc9c,93.3475,71.9216,50.8497,14.9146,12.4405,986,2
ttk,93.8289,83.4799,93.1081,58.1156,57.3769,3182,1
ttl,79.2132,87.7387,83.9445,27.159,5.82225,1447,5
ttll1,8.12448,9.87743,8.31488,3.366,3.04916,1961,5
ttll11,3.23247,1.77172,1.38534,0.288189,0.000136743,2300,2
ttll12,15.2231,15.446,14.4084,7.29611,5.47745,1998,5
ttll6,6.09336,7.62765,8.00682,3.4749,0.79555,2389,5
ttll7,6.39372,5.24024,5.14879,1.44191,0.630561,3350,2
ttll9,0.661568,1.28586,1.30652,0.683413,0.318135,1446,5
ttpal,21.5041,24.5473,21.5904,6.85179,4.19945,1723,5
ttr,0.980638,0.903523,1.25362,0.602559,1.94869,789,0
ttyh2,8.01058,9.89633,8.64342,2.89553,2.75338,2082,5
ttyh2l,55.5288,51.4071,32.6681,5.36082,1.82424,2767,2
ttyh3b,2.09487,3.95701,2.61733,1.39487,1.35381,2010,5
tuba1a,5.77131,4.94715,3.68927,5.63277,32.4057,1600,3
tuba1b,13.0833,12.0002,8.22694,4.93196,19.9116,1590,0
tuba1c,5.05132,4.44298,3.62419,4.02911,22.0553,1682,3
tuba4l,142.528,96.4032,57.6028,14.6297,10.3291,1533,2
tuba7l,0.263631,1.38026,1.00763,1.39002,1.5529,1775,0
tuba8l,229.805,189.385,93.2497,147.468,237.979,1803,0
tuba8l2,6.61376,3.7686,2.2561,8.24596,43.0958,1608,3
tuba8l4,266.74,315.645,239.761,664.953,1156.7,1558,3
tubb2b,201.798,181.689,173.489,614.819,992.751,1566,3
tubb4b,1111.45,990.499,694.989,490.655,449.428,1593,2
tubb5,14.4013,11.459,14.5547,23.0445,35.8171,2268,0
tubd1,10.3601,8.23261,4.85884,2.68579,3.79146,1702,2
tube1,18.193,17.2675,17.2328,10.32,11.9665,2075,1
tubg1,15.2097,16.8983,18.6658,14.298,9.17556,2448,1
tubgcp2,49.7946,50.5908,45.0305,11.2201,11.9083,2954,5
tubgcp3,48.4761,39.4772,46.0281,12.8848,6.39736,2700,5
tubgcp4,19.9703,17.8198,11.4859,6.38679,10.0429,2200,2
tubgcp5,43.1168,39.7364,31.8081,10.6636,10.0917,3818,2
tufm,117.034,120.852,86.1535,66.0673,62.7321,1773,1
tuft1a,1.02241,0.354696,0.504546,5.86085,15.1391,3237,3
tuft1b,1.41559,1.39391,0.862831,0.426608,5.87084,1297,3
tusc2a,19.9218,25.4849,13.9843,7.02201,8.36181,772,2
tusc2b,20.7348,24.0089,27.2738,11.9951,16.698,1058,1
tusc3,7.38894,4.70611,2.10199,0.621673,0.63753,1022,2
tut1,45.2501,32.329,40.2813,40.6417,23.8732,2718,1
tvp23b,5.4098,4.091,3.92637,19.0285,28.4215,1031,3
twf1b,43.3729,50.2005,54.0381,69.5256,54.7127,2515,0
twf2,0.083698,0.332771,2.02116,3.3839,6.76692,2593,3
twist1a,0.69413,0.625545,0.818886,0.456069,25.2253,1145,3
twist1b,0.323212,1.14708,1.58082,3.72548,2.32816,1214,4
twist2,0.0818023,0.146693,0.198783,0.497657,19.4772,1036,3
twistnb,54.4615,45.6615,42.9926,39.9054,40.0816,1209,1
twsg1a,20.9028,26.2976,24.9125,12.366,3.76383,3604,5
txlna,157.631,167.783,188.011,109.436,62.7353,3002,5
txlnbb,13.085,5.98071,3.0863,0.958848,0.852611,1809,2
txlng,93.1633,102.664,99.1784,40.5034,34.04,1814,5
txn,0.638818,0.11641,0.745257,2.95334,73.3485,636,3
txn2,20.2192,18.1075,15.3778,12.4963,17.8752,1169,1
txndc12,43.7194,55.6382,47.6478,37.9337,26.7893,2211,1
txndc15,10.0377,11.9762,11.967,12.834,17.7393,934,0
txndc17,59.5057,75.9545,65.0672,81.0111,61.411,805,1
txndc5,80.051,89.6011,93.7394,73.6945,29.1233,3014,1
txndc9,70.0665,70.6546,64.3176,50.4607,41.4176,1317,1
txnipa,1.55122,1.709,4.61622,58.6689,80.991,2701,3
txnipb,1.25124,0.991002,0.895936,0.23599,0.380368,1922,2
txnl1,37.9455,36.4461,47.2488,81.7876,79.043,1624,0
txnl4a,208.307,238.401,257.864,245.701,170.876,794,1
txnl4b,47.14,67.2712,57.3809,23.5864,19.4864,967,5
txnrd1,321.066,327.73,241.055,91.7307,69.316,2957,2
tyms,140.471,150.18,116.712,39.4394,29.3284,1239,5
tyr,4.52912,4.17548,4.47738,2.50335,1.51779,2031,5
tyro3,5.41176,3.89109,5.04919,5.75232,7.36362,3493,0
tysnd1,22.0999,28.9409,20.1328,2.66476,1.41297,1972,2
tyw1,73.7302,72.2048,84.0612,57.0969,21.7005,2630,5
tyw3,80.6579,89.4924,81.4097,29.301,20.6914,1411,5
tyw5,24.2505,27.8747,22.8714,8.24073,4.05145,1642,5
u2af1,60.2635,65.4506,84.2963,178.485,209.142,915,0
u2af2a,139.78,142.998,178.153,266.259,283.077,2064,0
u2af2b,92.3882,82.1116,104.288,137.121,150.589,1543,0
u2surp,29.4872,24.5523,32.2156,52.188,61.6344,3295,0
uap1,49.2135,42.7321,51.4394,16.9933,25.2285,2245,5
uap1l1,21.8691,31.6502,23.6747,11.2995,3.78275,1767,5
uba1,147.826,158.496,172.264,113.142,160.732,4111,1
uba2,117.952,105.432,109.98,139.148,182.796,2054,0
uba3,193.723,205.955,164.037,37.3855,16.4198,1805,2
uba5,17.0553,19.0906,20.071,11.9705,4.14676,1817,5
uba52,177.278,173.628,105.715,673.52,1597.43,490,3
ubac1,39.9465,40.5405,38.5621,7.84254,3.31974,1909,5
ubac2,20.5612,18.2402,17.0763,3.3641,1.99999,1742,2
ubald1a,4.92278,4.3125,1.83529,2.39866,5.99282,1771,0
ubald1b,41.8039,46.4819,37.1316,34.1483,26.4584,1757,1
ubald2,15.2647,12.4266,17.2025,7.96783,4.77538,1080,5
ubap1,22.3241,21.5179,24.7969,10.0927,6.02382,1856,5
ubap2a,2.59624,3.55065,3.84094,5.5735,7.71503,4174,0
ubap2b,10.2835,11.9332,10.9909,13.2273,12.5848,3774,1
ubap2l,6.19491,5.16455,8.90918,3.20372,3.91672,5064,5
ubb,398.017,313.615,354.592,678.296,721.48,2053,0
ubc,1193.37,1084.8,1185.84,1826.92,1998.87,1835,0
ube2a,59.3584,69.0973,82.3157,83.321,46.2437,1580,1
ube2b,5.03199,5.80093,6.63145,12.4187,17.4997,1995,0
ube2c,356.485,290.009,136.886,274.328,382.744,926,0
ube2d1a,61.9303,84.384,71.994,52.8315,31.1713,864,5
ube2d1b,27.6753,23.5323,33.1159,38.3278,35.0754,1037,0
ube2d2,109.351,112.27,149.373,153.335,110.214,1797,1
ube2d2l,75.6838,81.7924,76.0745,30.2831,13.1825,1472,5
ube2d3,170.596,169.14,138.08,37.6026,38.3283,1120,5
ube2d4,52.8812,54.9573,43.3992,11.7307,5.13391,1676,2
ube2e1,41.9673,47.861,51.0764,87.4304,112.088,1209,0
ube2e2,0.965414,1.64969,0.808687,2.79174,21.1521,1394,3
ube2e3,12.2373,13.1837,13.3975,12.2037,13.7312,1429,1
ube2f,35.2169,36.4595,30.4048,16.8311,15.3828,2302,5
ube2g1a,157.908,147.518,199.847,167.276,73.7344,2172,1
ube2g1b,183.746,195.493,225.284,297.454,155.347,1628,1
ube2g2,68.6469,72.4643,66.9738,17.1059,10.4481,1349,5
ube2h,39.0322,47.2645,57.1247,43.3387,33.9524,2758,1
ube2ia,92.5459,82.6934,58.8638,53.0825,72.8243,1490,1
ube2ib,222.159,220.011,177.647,116.001,172.143,1260,1
ube2j1,3.92649,4.19758,4.89015,4.93053,5.01343,2891,1
ube2j2,64.0634,68.5822,64.7996,28.7756,13.9244,1071,5
ube2ka,19.7664,32.5352,17.0622,7.43427,5.48089,1233,2
ube2kb,94.7104,98.6232,92.8665,53.4773,30.7524,1504,5
ube2l3a,85.3043,52.0129,65.1045,38.9009,48.835,1163,1
ube2l3b,18.2863,19.8646,20.5398,18.573,14.8797,919,1
ube2na,66.3763,35.3673,55.6941,54.5801,55.3529,1795,1
ube2nb,139.256,130.391,107.865,133.94,188.183,1260,0
ube2q1,144.999,134.383,112.094,53.0133,45.4367,2074,5
ube2q2,14.9618,13.6941,16.6902,19.0213,22.7359,2635,0
ube2r2,9.395,10.2982,11.3066,5.17583,1.9085,1331,5
ube2s,246.422,257.026,208.549,141.312,131.685,2800,1
ube2t,161.099,165.555,58.4079,28.8387,46.6101,786,2
ube2v1,20.1044,16.4481,14.1626,10.443,12.5967,1079,1
ube2v2,58.4838,44.2655,40.413,96.2641,126.543,2105,0
ube2w,23.7709,17.2785,6.84464,7.88943,9.52384,1798,2
ube2z,103.994,98.98,62.9844,11.8271,11.2035,3135,2
ube3a,68.5006,68.9977,77.0541,25.427,26.4662,4073,5
ube3b,7.96013,7.67507,8.15248,6.1681,7.17131,3217,1
ube3c,91.407,96.9471,87.9114,20.7917,14.4179,4198,5
ube4b,9.43838,8.82373,11.3971,11.2962,8.92701,4733,1
ubfd1,43.0456,84.8583,107.167,59.1591,21.5008,1131,5
ubiad1,33.2361,28.4236,27.4169,11.8841,11.7718,2232,5
ubl3a,0.210011,0.181803,0.175517,1.50499,4.32961,2328,3
ubl3b,24.5014,24.5138,18.6699,3.70666,6.94219,718,2
ubl7a,23.5664,22.5863,17.6808,3.94016,1.22407,1754,2
ubl7b,79.8448,100.529,122.808,114.56,75.847,1236,1
ublcp1,77.8307,111.284,125.456,65.4972,14.8544,2329,5
ubn1,15.6114,12.5952,8.74802,1.29259,0.688385,1357,2
ubn2a,2.78735,2.62106,3.07689,1.89971,2.00531,5006,1
ubn2b,2.17603,2.82093,3.15532,3.12493,2.85929,3883,1
ubp1,20.5371,19.4684,17.6993,6.85178,9.67902,1951,5
ubqln4,17.2723,16.0782,18.1767,43.0351,69.0479,3227,3
ubr5,30.6335,16.8122,18.5506,31.9505,41.4394,8901,0
ubr7,90.8071,97.5679,114.736,40.625,29.2517,2082,5
ubtd1a,4.92386,3.23808,4.33616,3.83475,6.35461,1972,0
ubtd1b,22.2135,17.3466,19.5481,12.1974,12.2682,1495,1
ubtd2,0.31175,0.429216,0.443223,3.72552,10.937,2253,3
ubtf,32.3854,29.9166,36.9883,65.9691,71.2567,4371,0
ubtfl,45.8417,51.2919,48.504,10.5828,38.3963,2854,5
ubxn1,80.8387,60.3364,52.2776,80.0812,121.313,1201,0
ubxn10,5.63106,7.26167,6.118,1.38374,0.694611,1275,5
ubxn4,37.4907,34.6856,33.2901,17.2132,13.0309,1107,5
ubxn6,15.6312,14.0939,15.1665,7.29508,6.12176,2038,5
ubxn7,61.6055,53.2793,56.1123,22.3336,22.7653,2140,5
ubxn8,21.6214,24.385,20.7518,7.78906,3.52052,1215,5
uchl1,1053.57,1143.73,873.451,223.654,25.7485,1088,2
uchl3,144.384,163.55,168.481,168.411,67.5013,951,1
uchl5,94.5651,86.125,70.1603,76.9631,86.8231,1390,1
uck1,1.02276,1.50625,2.40185,1.62475,1.41104,1051,1
uck2a,133.17,150.943,151.379,106.777,19.8608,3834,5
uck2b,144.961,139.739,131.846,91.1191,53.3042,1821,5
uckl1a,1.00368,1.16264,1.47292,0.900166,0.776408,2043,1
ucp1,10.2342,3.13822,5.22978,4.80811,5.93247,2474,0
ucp2,404.079,390.291,499.149,765.048,683.807,1454,0
uevld,53.6902,49.438,34.3664,5.23742,2.86219,2065,2
ufc1,89.3802,99.6281,73.1615,23.9057,10.1604,1063,2
ufd1l,36.3192,37.7656,47.0702,41.3678,23.4983,1308,1
ufl1,10.9541,15.5611,12.924,5.51593,8.39667,2547,5
ufm1,49.1582,47.1427,20.5133,23.8125,35.8013,1888,1
ufsp1,13.3763,14.2582,11.0212,4.02183,6.89222,1019,5
ufsp2,46.2447,58.0242,46.9345,17.5399,7.56025,1640,5
