tracking ID,0h,2h,4h,6h,8h,gene length,gene group,0h overlap,0h #ofCLIPpeak,0h #ofm6Apeak,2h overlap,2h #ofCLIPpeak2,2h #ofm6Apeak3,4h overlap,4h #ofCLIPpeak4,4h #ofm6Apeak5,6h overlap,6h #ofCLIPpeak6,6h #ofm6Apeak7,8h overlap,8h #ofCLIPpeak8,8h #ofm6Apeak9,wild-type 0h,wild-type 2h,wild-type 4h,wild-type 6h,wild-type 8h,mKO Y2-/- 0h,mKO Y2-/- 2h,mKO Y2-/- 4h,mKO Y2-/- 6h,mKO Y2-/- 8h,wild-type 6h,wild-type 8h,wild-type 12h,wild-type 24h,mzKO Y2-/- 6h,mzKO Y2-/- 8h,mzKO Y2-/- 12h,mzKO Y2-/- 24h,wild-type 16h,mzKO Y2-/- 17.5h,wild-type MO 24h,mKO + MO Y2-/- 24h,wild-type MO 36h,mKO + MO Y2-/- 36h,wild-type MO 48h,mKO + MO Y2-/- 48h
srfa,1.47594,1.64771,1.86645,2.7436,4.9153,2911,3,0,0,0,0,0,0,1,1,0,1,2,0,3,6,2,3.75466,3.81289,5.77531,8.87915,13.1321,4.50847,4.1386,4.79744,9.17316,12.0443,2.75418,4.60099,6.12174,9.35886,2.78836,5.5675,6.82244,7.19449,5.61198,7.6359,9.11605,7.00201,9.6329,5.8876,9.39161,9.43655
srfb,3.48755,3.25909,3.06929,2.15957,1.66649,777,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.55792,6.61551,12.8776,3.15826,4.98952,1.92149,3.38658,1.25117,0.436019,2.89832,1.61345,2.18004,10.3694,23.3361,1.06717,1.11944,5.04239,20.8562,9.37975,12.2368,4.4819,4.40048,4.34081,2.11463,7.64685,9.97452
srfbp1,121.954,110.57,126.038,100.886,78.5228,2534,1,1,1,0,1,1,0,3,5,2,3,1,2,3,1,3,56.4063,71.3321,86.7522,61.2754,58.1538,73.8716,78.2234,112.414,87.8515,71.192,39.0053,29.6568,26.2393,14.9017,29.9957,19.2805,21.6294,20.6636,29.4734,23.7147,21.0399,32.3741,24.1149,21.7037,12.3929,13.7708
srgap1b,6.14578,6.47181,6.30928,1.76585,0.351359,3573,5,3,2,3,1,1,0,2,0,1,0,0,0,0,0,0,38.2971,48.7437,31.8459,1.72494,0.607285,41.5181,43.9688,28.8907,0.682283,0.202683,2.28908,0.419975,0.145065,0.480571,2.63481,0.340362,0.226286,0.463427,0.106741,0.433198,0.141607,0.244274,0.382759,0.155434,2.44849,2.26786
srgap2,0.804323,1.30569,1.0292,1.11547,5.7119,4615,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.916109,1.01099,0.572635,1.75743,6.53126,0.539783,0.617861,0.546211,1.10053,6.02211,0.414277,2.00233,4.14695,11.6083,0.258872,0.99055,3.48429,6.91201,5.27601,5.75268,8.83956,6.13809,7.50957,5.99808,13.4601,14.5294
sri,54.9487,67.7081,57.4846,66.703,51.4337,1300,1,0,0,0,0,0,0,2,0,1,2,0,1,2,0,1,47.2572,44.7588,40.256,29.5649,19.762,60.1409,59.4769,67.7456,54.4098,38.0282,19.8973,15.2898,13.9868,18.1605,27.0245,14.4228,9.81422,16.5593,19.5763,9.48072,119.994,122.504,220.303,192.27,86.383,89.6947
srl,2.99434,3.87683,4.02213,1.99719,0.595072,1842,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.609955,2.12131,3.43008,1.09575,0.202142,0.363616,0.301431,0.296059,0.322118,0.383866,0.472656,0,0.598757,119.64,0.409264,0.0532324,0.123419,77.1411,6.90695,20.8395,18.4823,20.1089,21.206,25.5243,196.338,254.052
srm,39.085,54.0204,69.7981,72.942,58.802,2963,1,3,3,1,1,3,0,1,2,0,1,3,0,1,2,0,56.2829,69.3404,74.8131,76.7155,46.4027,45.9995,53.8492,71.8421,97.4466,75.4821,32.338,25.2551,20.3156,13.1307,25.0309,21.0589,19.0083,10.8743,14.6957,11.1435,57.9436,44.0945,33.2507,30.8369,15.2507,19.499
srp14,173.97,213.445,249.533,306.742,237.2,841,0,1,1,0,1,4,0,1,2,0,3,1,1,1,3,0,122.157,129.47,176.392,173.274,128.33,139.756,140.827,206.301,327.789,255.807,134.596,112.199,86.2003,31.8094,100.114,96.9934,77.7185,51.0055,67.1688,62.0894,111.596,124.518,105.866,102.064,39.708,42.5685
srp19,37.9192,41.4788,36.9222,87.2095,85.7388,2009,0,0,0,0,1,1,0,2,0,1,2,0,1,2,0,1,35.5095,24.1395,27.6573,42.6701,35.6867,25.2826,21.8992,26.0842,68.6859,59.4486,22.0234,16.1093,17.094,5.81145,20.2504,23.7259,14.9889,9.21649,13.7488,10.7031,39.7882,42.1005,34.8188,35.7476,9.44403,11.1498
srp54,55.3326,55.4999,74.0246,105.895,71.0888,2274,0,2,0,2,0,0,0,3,1,2,2,0,4,3,1,2,5.93551,8.05925,27.1832,50.5768,26.8543,3.56431,4.31107,34.5568,76.8075,46.7439,46.4466,29.4995,26.3485,16.0727,38.5253,23.2352,18.6286,4.57799,13.9923,9.81115,52.7309,49.3472,45.4434,39.3247,32.6811,37.1661
srp68,119.139,119.868,131.809,113.977,88.4535,3753,1,1,4,0,1,5,0,3,4,1,3,2,1,3,1,1,82.1586,62.0808,57.5145,35.8303,41.7266,72.835,79.6668,90.1613,67.9056,61.7045,17.4946,12.7255,19.1589,15.1247,27.7271,14.9293,18.4241,13.9113,24.2404,14.0476,103.255,60.8317,62.7358,49.9452,27.1784,26.1515
srp9,28.4166,22.2076,19.3727,85.2266,125.288,1519,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,16.1068,16.8437,20.987,54.5095,63.3273,32.8824,28.4702,31.7303,108.818,96.2502,24.7364,41.0578,30.3161,6.78326,21.4512,34.4378,25.4173,10.0086,21.8463,11.8285,94.8258,73.4069,83.1475,73.7793,15.0081,16.3223
srpk1a,116.549,117.861,109.296,66.5499,59.6825,2613,1,3,2,3,3,5,2,3,4,3,2,0,2,2,0,3,65.8498,71.391,55.8431,39.3912,42.6224,71.9402,67.8263,51.8847,28.3218,38.6634,17.7804,15.0133,14.3068,16.9055,15.3606,15.0425,13.923,15.594,10.9816,19.33,11.4502,10.3472,10.3495,10.1378,14.9604,14.2507
srpk1b,39.7482,43.2717,51.8393,36.0984,27.9944,2370,1,3,2,2,3,1,2,3,3,2,3,2,2,3,1,2,12.2751,12.6765,26.6252,18.1028,22.7991,7.84683,8.81285,30.1742,27.7382,28.9654,10.6926,8.1653,18.0265,21.5933,16.2453,10.0866,15.301,7.56288,13.0148,11.4834,18.0769,17.0186,17.1318,10.8931,16.7264,17.5698
srprb,101.991,115.934,91.0671,121.326,141.771,1107,0,3,1,2,2,0,1,2,0,1,3,1,1,3,1,1,210.88,197.359,170.492,201.976,212.191,204.317,215.573,231.422,268.553,244.705,131.458,171.818,79.0649,39.4784,69.9803,114.436,64.4427,30.7528,61.1818,41.9256,83.1911,73.8781,49.1321,46.7913,31.3489,29.6511
srrd,5.47062,4.06837,4.38244,6.31229,8.46367,1276,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,3.07742,5.54653,2.58371,3.11161,4.12018,1.16216,1.32759,1.46216,3.33556,6.07734,0.789294,0.663471,1.76974,3.44489,0.983826,1.82414,2.10166,2.73213,2.45159,4.10227,15.147,9.95594,9.39907,14.6626,6.17564,7.94256
srrm1,2.06333,3.05873,3.7435,5.6683,8.6236,3138,0,3,5,3,3,14,1,3,14,5,3,6,4,3,18,3,35.6493,38.3589,50.6406,85.8109,95.2337,59.3055,66.4791,44.5356,45.9928,69.0321,11.7809,15.3555,11.4162,33.4888,16.7856,23.4954,20.1892,31.0975,14.4245,29.1393,13.0382,10.57,13.562,5.44126,15.2267,17.1712
srrm2,18.5612,13.5766,14.8346,17.9212,23.8225,4555,0,3,7,2,3,12,2,3,10,4,3,9,6,3,11,4,14.5526,18.2023,32.678,67.9379,59.8676,12.2323,14.3942,25.0911,67.5219,74.1604,19.5018,20.2241,14.4019,19.8787,17.6375,24.761,16.4155,8.88529,10.9374,14.0464,9.44879,10.0296,8.44933,5.64438,12.337,11.7992
srrt,66.4525,52.1879,70.5781,93.5867,101.579,3052,0,3,8,4,3,6,4,3,5,4,3,3,4,3,4,4,97.804,107.288,142.388,219.239,179.708,95.617,85.0214,86.1309,131.603,145.98,42.0966,48.3858,27.2305,34.0577,63.0337,72.7206,35.9015,51.0902,30.5988,63.773,16.7382,13.8526,11.4002,8.88765,15.8178,14.9947
srsf10b,38.418,30.7373,33.2008,48.6937,50.1092,1158,0,1,5,0,1,2,0,1,4,0,3,5,2,3,5,1,23.6504,31.3953,58.0818,64.083,53.7585,28.4084,25.5495,29.6532,62.0659,58.9111,50.6319,45.3185,34.816,34.0323,26.8226,46.2078,28.8975,13.55,18.2606,15.4142,22.2412,22.3309,23.748,16.9914,15.0255,22.1497
srsf11,116.729,92.9223,120.322,202.126,263.973,2107,0,3,5,3,3,7,3,3,5,3,3,7,3,3,9,3,124.853,136.971,249.032,350.447,377.813,133.61,123.891,107.648,200.201,281.81,87.7698,97.9187,69.0706,92.0242,77.3717,90.0667,68.4674,61.328,70.9807,83.7309,46.1217,31.789,15.8857,14.1367,41.5635,40.6958
srsf1a,210.314,199.098,286.057,481.289,513.464,1944,0,1,6,0,1,5,0,1,3,0,3,7,2,1,9,0,254.141,282.418,441.017,635.562,567.603,314.759,289.505,356.735,518.112,511.063,198.012,193.945,158.705,125.909,219.004,244.131,185.76,144.544,118.54,136.984,305.83,296.158,214.786,222.754,138.582,135.552
srsf1b,17.225,14.6388,20.0977,34.9294,44.0706,2825,0,3,1,2,1,2,0,0,0,0,1,1,0,3,1,2,30.4792,34.5904,42.6752,60.8635,63.8215,34.9088,32.2023,29.8002,38.4187,48.3646,13.6088,15.2726,14.3029,24.5502,12.4809,20.7204,19.7288,23.1652,6.1662,21.9787,26.8474,49.1692,23.6797,32.7417,32.9412,35.7463
srsf2a,28.7581,26.0393,49.6917,97.4053,120.476,1769,4,3,5,1,3,5,2,3,6,1,3,6,1,3,6,1,195.34,190.069,414.431,600.885,518.985,223.591,222.869,258.962,517.838,513.251,218.076,223.061,132.626,67.8277,166.51,200.073,143.868,67.4551,86.0215,46.1895,113.433,84.166,106.555,53.3809,80.0546,84.7302
srsf2b,6.92755,5.85373,6.36565,41.5306,46.2787,3556,4,0,0,0,0,0,0,2,0,1,3,1,1,2,0,1,7.35477,7.88305,15.8022,54.8474,44.8113,12.4571,11.0289,9.34169,50.9703,46.507,25.2885,28.6227,15.2254,12.4215,15.5124,24.3419,13.2232,9.43366,9.49192,4.99406,11.2194,10.2977,16.3783,10.2482,14.6786,15.7882
srsf3a,105.888,98.1309,145.269,412.67,664.868,1008,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,82.4955,96.615,116.995,360.392,413.573,103.309,99.6072,114.345,231.283,289.983,108.926,158.343,72.4998,67.7548,64.9693,160.38,127.079,71.2184,63.2213,51.7055,184.038,238.054,183.399,193.01,94.5431,93.5262
srsf3b,228.168,186.476,268.298,590.319,799.111,1360,3,3,1,1,3,4,1,3,2,1,3,1,1,3,4,1,252.905,267.121,423.515,784.231,704.116,155.968,152.206,192.4,830.619,835.944,447.639,732.202,190.487,157.164,150.795,339.354,214.672,68.0128,146.514,24.6454,184.634,238.877,332.136,174.122,180.012,161.097
srsf4,149.427,133.964,191.136,346.823,328.349,1813,0,3,2,2,3,4,2,3,2,2,3,5,2,3,10,1,93.0123,108.695,170.115,308.942,204.186,128.956,139.175,190.314,353.107,283.398,104.333,112.397,64.2863,34.7917,91.2377,95.911,62.8747,42.4019,47.8067,18.5046,78.0841,94.8826,94.8302,66.7331,52.0396,53.2282
srsf5a,36.7138,36.1888,151.192,872.825,537.586,1249,4,3,2,1,1,1,0,3,2,1,3,5,2,3,2,1,36.6856,40.3851,556.894,877.726,368.592,34.9856,39.389,345.016,1057.92,668.152,457.033,509.13,283.17,148.632,397.846,246.811,208.204,156.558,148.344,35.905,60.1029,376.771,471.412,302.781,310.385,299.404
srsf5b,6.69039,7.91156,10.7013,17.1361,25.6012,2636,3,0,0,0,1,1,0,1,1,0,1,3,0,1,1,0,26.3816,24.2136,25.7334,41.5439,56.7178,17.133,18.2721,23.0181,24.1219,33.4917,9.19565,16.527,25.5536,14.4508,10.0563,13.5128,25.1075,13.2419,26.6935,4.4158,55.1211,55.9293,112.551,54.3815,53.2556,63.0621
srsf6a,34.4052,26.8409,40.3252,39.8121,39.8454,1532,1,3,10,1,3,8,2,3,9,2,3,4,2,3,7,2,35.6493,49.9979,176.916,278.385,159.726,40.3089,37.4356,150.994,245.574,181.987,89.8844,61.8852,46.5848,42.3939,118.349,78.7143,41.4606,11.2677,23.3293,15.1243,75.1304,82.5745,83.0124,67.1486,70.0989,80.3548
srsf6b,19.5547,16.0334,26.9951,56.7864,65.8007,2434,4,3,2,2,2,0,1,3,2,1,3,2,1,3,2,1,40.5031,49.5678,82.4189,165.843,157.04,57.3384,59.5386,75.4281,212.082,213.067,105.161,92.3915,61.6412,46.4317,57.045,69.7854,53.243,51.8404,17.7388,30.4483,25.3387,39.824,18.7926,24.4133,46.6086,41.8702
srsf7a,100.622,81.727,121.705,131.015,146.491,1403,0,3,2,2,3,4,1,3,4,2,3,3,1,3,4,2,301.205,351.201,456.25,554.626,403.118,383.464,361.688,311.616,384.229,375.199,176.23,204.18,116.637,126.732,191.584,234.777,131.614,130.712,90.9151,112.736,114.511,116.879,88.0402,70.347,115.086,104.599
srsf7b,2.15592,1.45503,1.32674,0.185901,0.103335,1346,2,,,,,,,,,,,,,,,,2.28748,2.19192,0.738101,0.0423981,0.310765,2.72838,2.18062,1.72821,0.124715,0.248378,0.0909986,0.0736916,0.232376,1.23984,0.321394,0.20931,0.0454659,1.02036,0,1.30318,0.463301,2.07657,0.46847,2.02826,3.05632,4.44582
srsf9,34.6791,28.255,43.7253,68.8244,64.0664,1505,0,2,0,1,2,0,1,2,0,1,2,0,1,3,1,1,23.4185,30.9206,45.9799,56.2489,41.3138,18.8903,23.2544,25.242,50.3275,38.2783,7.31556,10.8431,7.07416,11.1668,4.14337,6.4157,6.35529,2.60078,7.28324,4.48827,26.3079,12.3193,16.8321,10.9586,12.8752,14.3817
ss18,54.7027,53.9609,66.8207,83.8951,101.9,2103,0,1,2,0,1,2,0,3,3,2,3,2,2,3,3,3,16.654,24.233,51.7792,105.451,85.8626,14.965,15.1681,46.406,112.697,118.27,46.8529,41.4547,23.9432,20.4011,39.0405,61.051,29.8086,13.9579,18.0876,20.6402,30.4339,23.8238,31.1517,21.5462,29.7289,29.5053
ss18l2,6.20017,5.79852,5.79878,23.2157,30.3938,951,3,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2.52429,5.60411,5.2645,24.8797,22.9283,5.00112,4.19781,3.13531,25.6199,25.3788,8.59967,10.7177,8.05354,5.13856,2.92223,10.3067,7.56468,4.43059,7.94319,4.30976,20.9748,23.4202,21.9718,24.6253,8.39276,8.47896
ssb,258.432,280.244,336.018,523.569,418.463,2150,0,3,8,2,3,6,2,3,5,1,3,8,1,3,6,2,38.7077,42.4246,51.2357,84.9583,62.5476,49.2886,46.4434,68.7194,117.446,91.112,43.032,32.4655,22.1828,14.7351,35.153,26.4861,23.1273,16.5272,25.3618,17.0044,33.6747,37.2471,24.9589,20.3707,7.90574,9.26644
ssbp1,66.0245,53.7529,59.0695,57.431,65.1759,928,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,52.0541,47.4578,39.6381,46.3071,44.0348,54.3192,55.7794,49.3867,63.9425,53.0269,30.9716,30.6152,35.3261,12.3837,24.0771,19.1603,18.3669,11.5528,26.3084,9.44659,65.9176,52.1844,64.2479,40.5667,14.6856,13.0782
ssbp3a,23.4267,23.2073,27.7098,8.83644,2.4246,1221,5,1,1,0,1,1,0,3,1,1,0,0,0,0,0,0,52.4205,42.1887,45.3691,10.9441,4.13708,28.7657,24.9028,21.3928,5.13563,3.96916,3.7108,1.06235,3.84794,7.96994,8.37745,1.99119,3.48582,8.47368,7.02759,10.419,8.08898,9.09944,8.5944,8.73805,10.8936,11.3175
ssbp3b,107.989,99.4923,124.331,171.368,158.679,2688,0,3,2,2,3,10,2,3,6,4,3,3,2,3,8,3,134.124,145.389,190.446,280.511,161.528,136.36,138.06,147.477,265.226,206.971,90.5799,93.2841,36.3297,27.4496,84.2288,108.108,45.6209,23.3589,20.5786,16.6846,52.0637,38.6425,48.5217,45.4902,45.346,56.5735
ssbp4,17.1294,15.3367,16.7557,17.0632,20.3461,2539,1,3,7,2,3,7,1,3,6,2,3,3,2,3,5,2,28.8102,25.8151,29.5773,15.7421,41.9986,15.6884,15.4642,15.5554,14.8177,34.2889,9.37386,11.2374,36.7989,35.7194,8.83133,8.36839,32.5125,24.6994,21.5157,17.2909,53.9803,47.5877,49.0737,56.3874,76.1767,94.356
ssh2b,1.09531,1.17995,1.48071,1.41422,1.91977,6119,0,0,0,0,1,4,0,1,5,0,1,3,0,3,5,1,5.73049,4.55242,5.45276,3.12905,5.34153,4.01358,3.5314,3.0096,1.74636,3.41378,1.29714,1.09738,1.77892,5.20001,1.66061,1.97987,2.54299,5.23717,2.22069,5.56687,3.79215,2.87146,3.86161,3.30375,6.57422,6.54062
ssna1,119.441,106.402,41.6422,14.5838,15.6974,820,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104.861,80.1054,14.6825,13.4499,11.4279,114.015,104.362,28.7658,5.23853,11.282,3.78977,4.22798,5.04942,5.90137,3.82671,5.13765,5.67062,3.7234,6.93572,3.55093,15.6792,12.202,12.9289,11.9932,5.41172,5.57326
ssr1,52.8878,51.6921,41.8224,50.914,81.3101,1412,0,3,8,1,3,8,1,3,8,1,3,7,1,3,7,1,4.96124,5.58288,11.4215,22.8715,32.5447,2.97135,3.04759,13.9603,27.0548,35.6712,13.3767,13.8397,29.8782,33.0818,13.7015,13.0903,19.2198,5.12997,19.8271,14.4761,173.425,151.279,131.993,96.0106,88.4518,83.0452
ssr2,568.734,548.603,426.951,244.408,197.577,966,5,1,3,0,1,5,0,1,3,0,0,0,0,1,2,0,668.347,592.234,291.967,137.093,133.972,361.667,385.059,292.018,154.151,171.797,83.8248,127.205,219.825,118.131,94.2066,105.65,164.313,127.414,201.26,130.671,693.071,504.366,749.119,464.783,265.173,176.763
ssr3,151.954,181.813,171.409,224.588,352.681,755,0,1,2,0,1,1,0,3,1,1,3,2,1,3,2,1,148.664,130.508,138.32,154.251,239.413,160.819,150.699,159.708,186.192,250.567,77.7346,147.538,269.813,205.412,96.575,138.913,235.409,205.405,388.061,241.882,814.394,715.289,922.808,527.415,384.744,219.323
ssr4,312.76,301.74,249.299,271.833,275.443,950,1,1,3,0,1,2,0,1,1,0,3,1,1,3,2,1,224.696,231.879,195.312,154.215,137.564,167.792,152.198,145.004,161.63,154.466,72.7208,82.5984,135.329,95.9576,59.7405,89.2983,107.129,75.6916,149.217,70.1764,563.384,437.444,687.111,414.191,183.745,130.975
ssrp1a,178.343,175.535,203.608,279.14,203.59,2687,0,3,7,3,3,9,3,3,11,5,3,6,4,3,5,3,94.9042,111.38,137.932,207.977,138.757,122.466,124.372,167.335,205.864,166.114,67.8554,65.1908,60.8457,57.1504,67.0111,57.298,54.1347,74.0707,59.8158,62.5175,76.1183,80.4255,56.9901,56.6727,30.056,31.4575
sssca1,21.9801,17.3983,16.0914,10.5967,15.3686,954,1,1,1,0,1,2,0,1,2,0,1,3,0,3,2,1,9.37384,17.3209,16.7003,17.6585,20.7251,9.0197,6.70668,9.4288,13.293,26.3837,3.93621,5.09437,6.82128,15.189,4.14384,8.94741,11.6294,11.355,9.44859,12.1072,21.8946,20.7072,20.2991,15.1355,15.0052,19.3859
sst2,1.83912,1.64899,0,0.474816,0.239214,540,2,,,,,,,,,,,,,,,,0,0.647181,0.654872,0.237622,0,1.96162,2.01551,0.829104,0,0.304739,0.201675,0,0.170309,4.52337,0.415663,0,0.225484,2.96893,0,0.574548,7.82094,5.18525,17.3393,19.7251,7.54222,12.3123
sst6,0.605353,0.792961,1.33958,0.480323,0.46025,610,5,,,,,,,,,,,,,,,,0,0,0.293396,0,1.51118,0.275986,0.303893,0.578928,0.615453,0,0,0.216471,1.69074,0.791609,0.197394,0,0.779086,0.885453,1.13275,0.705804,0.422592,1.00293,1.20854,2.36038,2.13337,1.87273
ssu72,47.7334,43.1529,54.3291,48.554,46.5026,985,1,0,0,0,1,1,0,2,0,1,0,0,0,2,0,1,5.60273,8.48387,20.9229,20.0437,26.182,3.99175,5.25509,15.8943,32.0882,43.1457,21.7405,14.0322,25.8411,25.4677,17.5167,24.0794,20.757,7.34584,12.6832,16.4509,58.7479,47.7529,33.5056,39.5787,59.0527,50.0557
ssuh2.2,0.833014,1.63273,1.58727,1.70655,1.59334,1292,1,,,,,,,,,,,,,,,,0.263651,0.110417,0.417397,0.548225,0.164058,0.211645,0.048794,0,0.169602,0.265209,0.423271,0.164494,3.79446,0.700943,0.22663,0.156399,1.83451,0.968792,4.20117,0.489732,5.13711,3.39611,2.93898,2.68944,2.18409,1.51076
ssuh2.4,7.25667,4.81521,4.93598,1.47537,0.540526,1548,2,,,,,,,,,,,,,,,,10.02,5.30519,1.46752,0.0489488,0.200762,4.09342,5.24972,3.55382,0.572778,0.281821,0.4002,0.0637922,0.352498,0.317277,0.712521,0.118256,0.118209,0.341364,0.960096,0.44959,2.25031,1.35645,1.82444,2.21847,1.01234,1.22661
ssuh2rs1,1.09486,1.022,1.46402,5.56055,12.824,1443,3,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0.863551,1.36249,5.8012,7.15826,16.6832,1.86967,1.81503,2.04126,5.34802,16.1588,1.80833,7.61122,12.6066,28.0373,1.5401,5.05816,14.3927,34.3647,23.4052,17.8616,67.4668,75.6649,94.6537,108.549,117.922,141.017
ssx2ipa,112.701,128.333,102.295,23.8256,4.39427,2679,2,3,5,3,3,6,1,3,8,3,0,0,0,0,0,0,42.5805,50.9218,46.9368,3.93484,1.57244,31.686,34.6058,61.628,2.5554,1.72692,6.62866,0.728943,1.98358,2.85515,10.4081,1.52522,2.40869,1.85597,2.41056,1.87857,7.26939,5.17687,9.24208,7.01813,9.04538,6.53693
st13,90.179,64.8997,96.3403,68.0794,46.9077,1960,1,3,3,2,3,3,2,3,2,2,2,0,1,3,1,2,108.221,108.258,156.363,56.5306,61.0601,125.549,127,168.451,59.672,57.1774,45.3831,28.0295,29.998,27.3447,51.6791,23.9318,28.3146,37.3033,38.5855,63.4421,63.0536,58.8596,45.8157,46.9123,44.1885,45.9482
st14a,130.076,146.408,143.357,113.247,46.659,3343,1,3,4,1,1,5,0,3,2,2,3,2,1,3,1,1,128.675,109.902,70.08,44.4889,19.8263,112.852,108.9,120.457,56.4473,24.5759,28.693,13.0356,9.0496,14.2786,34.6856,11.3128,8.37928,13.6629,8.79015,10.3451,45.9378,59.7652,64.6893,88.4718,42.8258,38.1734
st14b,8.31492,5.91637,6.62817,4.97465,3.09001,2682,5,,,,,,,,,,,,,,,,0.887655,2.15722,3.10376,1.27958,1.62436,6.60992,6.94929,6.30694,4.06269,2.44511,0.909029,0.945626,1.81422,3.07509,1.2937,0.871924,1.51996,2.35224,1.71845,1.94768,9.01387,7.14029,10.7755,9.71809,8.10061,6.43627
st3gal2,8.76629,7.78376,8.79308,3.23855,4.299,1125,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,9.88335,5.46689,5.71331,1.4996,5.64666,4.20162,4.77217,2.253,2.16386,4.26793,1.02596,1.8806,5.46568,6.90627,0.253369,1.54412,3.11239,4.47574,4.28209,5.26284,3.21881,1.73786,1.90237,1.76039,4.99378,5.54336
st3gal3a,39.1032,39.3599,39.8139,7.20573,5.20544,1859,5,1,4,0,1,3,0,3,3,1,0,0,0,0,0,0,56.5217,52.5059,38.8068,5.71251,6.09101,48.2093,47.5192,47.8806,5.01762,6.27706,3.65726,3.12848,4.52616,6.23784,5.57547,2.19274,3.55829,5.42226,5.33551,3.54243,7.45231,9.68484,8.40646,10.3249,13.9253,13.7356
st3gal3b,16.8138,17.4897,14.9367,3.02105,9.97881,1167,5,,,,,,,,,,,,,,,,21.1433,14.7775,3.33106,1.64497,12.0993,31.0301,25.6029,18.5592,2.29026,11.6019,0.888501,4.01209,5.81028,9.02251,1.91461,3.07729,5.12257,6.61582,7.03534,4.59302,18.7155,19.4738,18.6242,23.5329,13.6379,16.5302
st3gal4,0.437099,0.709601,5.65739,4.49338,5.26608,2869,4,,,,,,,,,,,,,,,,0.0297286,0.193314,1.54977,2.62946,2.99832,0.203214,0.109766,2.53061,2.61603,3.2696,0.870122,0.870196,1.28683,3.78322,1.04734,1.38346,1.54065,2.59515,1.74673,3.42373,5.96184,6.2336,6.42072,9.95498,7.33799,9.22568
st3gal5,234.238,213.261,215.137,49.2653,36.6744,2304,5,3,3,2,3,7,1,3,2,1,0,0,0,0,0,0,152.335,120.708,127.124,18.533,21.8698,123.095,124.459,147.544,16.3385,19.3856,10.4465,10.3642,10.9963,6.89413,18.0048,9.12096,11.6249,9.25803,9.76889,7.87287,27.2319,27.6319,33.4001,35.1685,14.2376,15.7726
st3gal8,110.323,112.336,89.2187,20.2604,17.7291,1026,2,3,2,1,3,5,1,3,2,1,0,0,0,2,0,1,91.2702,86.863,50.8695,8.52479,12.6005,94.4786,91.8223,84.9636,9.55112,13.5545,6.54521,7.37841,8.823,11.6399,11.7572,3.37885,12.0136,10.9814,9.50636,9.37899,31.12,35.0037,43.2512,39.2034,20.2078,24.0535
st5,3.74916,2.3104,2.23543,1.22874,2.46079,3459,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1.32102,4.30455,2.62102,1.38482,1.97458,3.11377,2.74791,2.00386,1.02797,2.10184,0.356886,0.632433,1.34891,14.4064,0.660649,1.07867,1.52743,9.13378,2.76687,4.96207,7.74513,6.63342,9.79779,7.76856,19.9397,18.7315
st6gal1,7.8055,5.94319,6.24539,4.17743,3.49873,1455,5,,,,,,,,,,,,,,,,3.43325,4.34571,3.41973,0.650719,1.2515,5.69447,5.00308,4.97415,1.49397,1.60183,0.410104,0.330911,0.457419,0.405412,0.479833,0.224656,0.0746952,0.633607,0.7349,0.481427,2.5331,1.72423,3.32086,3.6159,3.78581,4.38393
st6gal2a,10.6078,13.5725,15.3375,6.69977,5.21818,1950,5,1,4,0,1,9,0,3,5,1,1,2,0,1,2,0,2.8147,4.6051,9.50412,3.98241,7.75713,3.0819,3.26682,11.6983,5.45542,5.90975,3.58871,2.1807,3.87958,5.83261,5.08834,1.83838,4.06886,1.7899,2.64917,3.55745,6.27646,10.1646,7.10319,8.13073,19.6885,22.3567
st6gal2b,38.7984,34.0336,33.6783,13.3062,7.53647,1362,5,1,2,0,1,1,0,3,1,1,0,0,0,1,1,0,30.9305,37.6528,21.1524,7.60586,6.76844,54.6725,56.8011,41.0621,4.31303,1.91571,5.06287,2.29299,3.77269,4.60171,3.8843,1.49688,1.33346,3.86401,5.49587,2.73906,11.9231,11.7889,15.3621,16.369,5.72206,4.32231
st6galnac1.2,68.2433,71.7502,63.5602,17.6729,3.10947,1762,5,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,58.3559,46.4629,33.4783,4.32825,0.63471,38.1673,40.0901,48.8121,5.91011,1.54425,5.93919,1.44655,0.463791,0.260239,6.7453,0.524656,0.152291,0.20387,0.161021,0.284292,0.15548,0.316017,0.238733,0.213776,0.410485,0.317175
